msno,city,bd,gender,registered_via,registration_init_time,expiration_date
HuFOJ2Q63w9hQGwMk8TXsG7HF6CbX3GUbFg+vC5Kfhg=,13,25,male,9,20070411,20170930
E23IyF1NtT7IeesuDuHWR6g/yMpWrq3cN3U4qTjXE0A=,1,0,,7,20120201,20170919
zo0rQv1ST+5Vg9tvVtF9tJRP/iK8UALVgSRLAAHTTOg=,15,29,female,9,20070505,20171109
3eGr/4kbHXSbEUZdO5MrkIdZRZ3ikSZnoZGW5x6t6Zk=,1,0,,7,20110902,20170908
IxqQ7x1gD0L4P9z1lX+oDdgaLIIi3ux4hyAP5tihN6c=,1,0,,7,20110328,20170922
E9jsIxPWhebfnR8cbqPgS+FxCt0zBSXP+72mYRFg0+U=,1,0,,7,20140331,20170930
12x/i+9AiAhi7s6Y+hdFMDwcYER8qlq2FDDHQ8Bei4k=,1,0,,7,20160214,20170914
n7V1D5AuwLykWxCzsU1eNPSyxVbrSXs6IXiWF2zN0gY=,13,28,female,9,20051025,20170712
arow4b83SWraNXbyWT/WpfLQnvQCe415yANyseNmSVU=,4,34,male,9,20040712,20170922
9ARFetD+0SwdkJYk3wHHXTt9z5uWZiUpd/rgbjKLs0s=,1,0,,4,20161209,20161212
9hrTF5niZnnVBkXfcQzfzewEIb19UTa7AtM/ydRg53I=,1,0,,7,20131210,20170103
OwnmLpcOtGa7B/ugxX+0N6c99dR2uD2INy+RacYNuiw=,1,0,,7,20140518,20170920
sbg7rCfJcLR2mE6/QGzVaY4DiF/vKfzj+MoG+jAAxLA=,6,43,female,4,20151209,20171011
yCjOeBgGYzi+DBRw2bffVr1XXou8hnUIL+KbgP/mcDw=,1,20,,9,20141219,20170803
qDCtg4DdBOalQVYlXGQtWRQe/3XrMsdHWGba67FJ8zc=,1,26,female,3,20150705,20170302
cKMKMFpVP8dkR3yayyTgroOwEMiy7zoH6jyByO/iwNw=,22,30,male,9,20050921,20171004
VtaQcV3mdNkbqEJm8liwMKHIHVqRyz9sRMrTOKwEe6c=,19,31,female,9,20100905,20180125
pfSzRoUBmOQXq7YbiBGYpK0AdJVP9KpvcVKeXmpnVG4=,1,0,,4,20161211,20161214
Vw/q/zFKAlK+PfaZmbfFNXxFCpPqTPqHpKSjj0o/8X8=,13,25,male,3,20130114,20170925
+VIdGZepN6QCi49crsoDex50K4Qd6E0fMXy6xNcGFag=,4,26,male,9,20150419,20170920
VfqnZXT6DwRdHUWTmZCBML4XDkOeIiIfnpC57Qvxjow=,1,0,,7,20101025,20170921
x+vqNaCaFGV2FJjBfUj1bAIdiFWPep/nQB4PuvWPTmo=,1,0,,3,20131229,20171026
M4Tthza6e+wJXEx8Y31U2H5d2ABqsmf+SJIRJPXPZ8E=,15,20,female,3,20121228,20170913
FCDAqtL4qV+u+6CP3PwPluMDt0KTSpXyGFO8dk7CCsE=,22,32,female,9,20060605,20170913
AS5qnieaNouJZD3LjQw0lC7xOh94NNN0NK6aD15k2M8=,13,20,male,9,20121123,20170206
eWBFxnYpjZ36AyZrKaOZrbSHmijpbE2pLj+fWbHyySk=,1,0,,4,20170123,20170927
crUeQ6DYDHHRNYmn+n5Kodfvu9ki0IdHfXHNlZEUPHs=,13,22,male,9,20140614,20170907
VvqwJdymfM6rGHW4nc81Yn1ulZQktAOGhNDBzoAMxIA=,1,0,,4,20161218,20161221
3edgyYrpqlUM5adbbnIk4jCA7kjWO/0yul4HZNcEITk=,1,0,,4,20161031,20170809
X4nNmparAUAbhMRb2DbwdDlKLoBm3BIVEBJcrV7YC84=,15,52,female,3,20130505,20170918
maFlSmvpXVjbsuSrYJ5ierLbGXWhGN5uRyBDOt5szWg=,1,0,,4,20160924,20170608
oHG1y+GP+R0PQu1xeS6fjCtNX5GDTp+SsGrhJoc2UGw=,4,24,male,4,20160118,20171003
9P5ChENn6IK43Hdu/zP8l3PdeWs6Nm90abTcXKMOe2c=,4,0,,7,20131231,20170915
UjA3o9dLyMY6NDZz8XceX1E39YWKjhJhXxY4Vr3WhKY=,1,0,,7,20160215,20170228
CJbBRvpbzOD/hR6eBO+1HDprtgE/A833vfjYYbFdddc=,1,0,,7,20101207,20170910
JTtvT2hTCLd88J+6RrnurQts0naO2cdX5Oi+6hl+HLE=,15,0,male,7,20131211,20171003
njsg2lgj5ARg+YG3ZI7YvBDX5BoLyyY1v9z/anZe/xk=,5,34,male,9,20040328,20170918
d5UnIQSB3GRqILAaO3JA02P540RMmhFpSASg9orgfU4=,1,0,,7,20160102,20170909
pEizeF7XrxcCMeLmcnQ+jd2zzcr+yl6+/rUGgV4OWxo=,21,27,male,7,20140609,20170930
JdfJZ/acwth3/BMnyBVsyHqs4pgdgW059MGeWqxPw1w=,14,31,male,9,20070109,20170311
/kyJlDqUdq+zYmeEeRILn16fYzmieXziJidI8IbAYWQ=,5,34,female,9,20070928,20171019
/XhRwPF08aF9hNUb/yN8Rbz6+LSghFkDoa2OX8zef48=,12,23,female,4,20160325,20170908
4DlS5LiANEKlMTQD08dakyV1JWwPYI/n1wyjx4ImjPc=,4,35,male,3,20150805,20170920
+7y3Yut0jtR9XNHSXNOgNy64F9bBF8pzBhN1fGIw23M=,1,0,,7,20121112,20171006
HCkBGCxkS6VlDUs3pcemonTwi7RsycX+WM9blGalaEk=,18,28,male,9,20090502,20170930
0i7inf0avDVGvwTaOzeNRwOzG+Iy2IFrn3lLYHQvJBI=,5,0,,4,20161011,20171130
EcpOxS242bDBy/etPBZ6AVJCPnrSSj//YDdOZi5UCSY=,15,29,male,9,20150811,20170914
Y4oirBJGcUtv9z1RwRCC0kTr204GLekEPRiKdw3K/8Q=,9,22,male,3,20111226,20171106
Xkw/mfixbBZ+CMLbWuf/FGwzzO//hEM6ik1KWiYZv58=,12,0,male,9,20160919,20171001
PIeR91G1AgfSlGFlBooG0/oepRsB6c73udvWTOzhoa8=,4,24,male,3,20140529,20170916
FjuKYGkFeVB5e8qjxKVo/iqwmSVSJrz+gyVGGugGJRc=,1,0,,7,20131224,20170914
nycAx7mm16Y08L4FbDVnh3VGmIyexFhHbWIPSlmTnB4=,1,0,,7,20110308,20170909
SwGDmO30WlVSYVDbkl+jEpjc+4+xCMZ37JpSzxGkU1c=,13,0,,9,20130222,20171126
uKAVXjKzc16aJyiUhprtMlODAofm2dH0WM3jcp2i7b0=,4,35,male,3,20150210,20170922
wv0o115CdKSsFlsV7VvHikjyxLG0LFc5qALhM8xkUZ4=,5,21,male,9,20061028,20170913
d1PNJlh+Vlrsthmi/dNY/EuxiIJuZxUuGZ44vPYCPFs=,14,23,female,3,20121012,20171002
BtG7v1chIlAuklY4EGg6HNV7gSq0bBBD3bV0fLiIwuQ=,22,29,male,7,20121126,20171001
3QfxpRTjZyA36pmp6HBGUio4nvSnjZpOfrbZ2k2RyRQ=,1,0,,7,20150929,20171004
GaewPnsJGQK6nL6NerGVONTj85PVLFONgCXF3Oqy8Bo=,1,0,,7,20140211,20171006
wCUKtgpbO7k5nuXM4MT7muDhL4oxAesQ19fLnNW3eDU=,13,33,female,7,20110324,20170921
NwX1NaVlyw0jvfQNxLTcx9ztIUKVL/sjkccdAmMpfCA=,1,30,female,4,20161122,20170223
wPEZ/hNV7JJkJt7vWrJQ3duteXG1nTB7wrUty74XJJ8=,1,0,,7,20151015,20170915
67KMejW2+P5Y0ygrA4DMcpMqCPGizcojAoIA/EET2Ag=,5,20,male,9,20161219,20170911
t6LueKUofpy2g0Lj+XZnHp+0jMTud2/DZC2zTZEcexE=,15,23,female,9,20111012,20171010
K7DuyxMwjH5L3/+1YLHElOeF/R5c07WuVP0mGky5xtQ=,5,18,male,9,20140501,20170911
zIVDNYrxuU1XALBSVZtZgwSWFK3ds3Ac9Egoy2h4304=,15,33,female,3,20150508,20170916
WrWLVeTLyQeif/xToDfrx2odrD9Y9gUvm1jRU/ygSIo=,14,56,male,9,20090122,20170930
0u+Ufe8RFZO+9Z3On+TYJpGROdaQ4DFqde4kWKZCOac=,13,19,female,9,20160822,20170830
W9ATyrWE1vk2NjzZH841wQcVlLsEPWU8N5yUJ/vQpkU=,13,32,male,9,20071202,20170920
eu6en+SFB68vdFG68nPG+5UhpYGs8x+dLfuhJx0m0nI=,1,0,,7,20140330,20170917
GECAYdnRlifnfGYyWjMp+CW74B09PKeZxh96rBk47aY=,9,28,male,9,20100603,20180224
VR4ZrmkPO2V/lvgjAcG3alzMh8JwQXxeUNhxxaDtFGI=,1,0,,7,20131221,20170930
tl+LHca1Fhae++5B/bcQSFzbheNmLScDUIb5JSTdy8I=,1,0,,7,20130630,20171002
1MQUOGzTf4vCYXeOJ8vpH5gArKQvibdhOl6R6oSTLu8=,12,18,female,3,20150626,20170327
lWOjIbCZrZHVs9EnWuTbi+GRLYtiHrefkRUglpLBMxE=,1,0,,9,20160414,20170923
JjxFi0iCF36yt7eXzw5kz0GxWlM9EFxnigTPTFYLhy8=,15,27,female,9,20141208,20170915
AQR9ThQfs9b7QdK/sRkx+shjqmqll7bo6QJ7daxp5aI=,1,0,,7,20151014,20170913
u3Q3JJzSj18w3EpUV6LVqheadxR90mlfrjiSVEFGeXc=,13,56,female,9,20110528,20170930
yMmgcPuny4GE2/gaJyXNVEATLd1NBUkfZ+zGZ7FHaRs=,1,26,female,9,20040716,20171111
ybtVPNMC36m9sVerrhwY7Z4gfHxTc7kSEOO4oPxEoak=,15,26,male,9,20100329,20180814
jhBOr0wfayb9+71D9j//hWXKNOgCpJWmkPeNCcquonY=,1,0,,7,20160824,20170924
orPYjxglj0DF8OLsj0z/uNpADPaopSqlfq0ePyrmG9o=,1,0,,7,20151214,20170930
uhEkft9Ht4TsUF5wBkmmZbtbaIVESVfiUnMlxHYl0HI=,6,0,female,9,20121125,20170914
2+T8pswRgDmvZ6B4esKi3lWZyT4xqeVKmv19J0/y51w=,13,31,male,9,20071130,20171022
1d4acB2bhEZCFjSRwvO4ls8PrBtvNTlkcAcxYx8FcWE=,1,27,female,3,20150105,20170630
Q2oM7+rHtVraAcH1eFJFp4A/RKAiE4klp0Soc4G/S3U=,4,36,female,9,20060515,20171002
4VuyJ/YeOJTP1HAB6lu7tOgShg0VOLnTuLt0W2gDQ+Y=,22,34,female,9,20070906,20170910
0560F8F8f65YaJGaHADLSi0Q/sQ2t3ZFbhjVr40swi0=,13,35,male,9,20060819,20170930
U+TmVXpu5LjTysmVIkWORwm8COIEEpSW3JKjgWjTexs=,9,0,,3,20130920,20170710
3qqvxU/TPOPYczZxiTlXPUD1QcSmuXVrG3TQAG7laD0=,1,0,,7,20150719,20170919
FYVdpsL/hbPNnQO5veb9hXKD1jHamrnHfMS1rEpFG1o=,1,0,,7,20151024,20170924
0Gl/h+y2oe2/PeMP6rgyulXuTjytK6Qk0elOnTFcDYU=,5,28,female,9,20071027,20170609
Pd3die0DagxQlZJdt1DxOoO95A8HGV/bKKq19uMqUvo=,1,0,,4,20161230,20170129
Aym1zhXRIVRoBAYNJNjBPtfXJII93KuBtfrsZyA5lXU=,6,25,female,9,20100106,20170920
o83Eezz/BHCJimugx6jC4MS2WKirFql2hC3gBovAk/0=,3,0,,7,20141217,20170120
Y4oirBJGcUtv9z1RwRCC0kTr204GLekEPRiKdw3K/8Q=,9,22,male,3,20111226,20171106
g/8kZzk6mJ/XKyhk/FgNHGHAJQDy2MQR1S337lxUl3w=,1,0,,7,20130124,20170916
DlLnDzytzpxVL9VgxbnKr4jjvEPxovVH11LUhA/sGYI=,4,0,,9,20140619,20170709
EpJ3um9ICIC4HXe1oCq1bUl+ZQxNmnVeVvAD4BLlw8I=,1,0,,7,20111126,20170930
+boPBM5G5+vAfbO6zTy7A2FrVQyl91aBPGHkQ6ciNYc=,6,23,male,3,20140104,20171012
w+1Oo/jiJLKCmRd3nrnDnwjZW48ug3VYxBlD80p7UWs=,6,44,female,3,20160319,20171004
08sWvzS2VVyKAVQRi6z4gxGxRQ0YQM0BXsXdVEKuzSQ=,18,33,male,9,20160122,20170213
5dqlI/cOXI7ECV5wVBKIkJGvgC+PHc351PtuSoqvI7I=,1,0,,7,20110705,20170913
+t3u8EDdZLwEb44GC4forR/b9xg6KSZ1AauTYJM6bB0=,1,0,,7,20131216,20170917
gjkKSTxsxPV3TzKzEQHgCS3eaGVcF8k1Xd8YAUM+FkU=,12,24,,7,20120526,20170922
yVByvbJTw5byFUkAAcUzcV6b0S7IckSydocdyPBbSDc=,1,0,,7,20141020,20170919
4verWqPVLt2HX8S9IKc3mV4v1n4hd6kTyB5litf/MlI=,3,23,male,3,20150401,20180114
gxxBbzV3eE2XGjUrFVB2FzAve55Oe1s86HD+OEh36Gw=,5,55,male,3,20161217,20170920
4D/oAKEtPcPRGkDe7kZPfopPPv9d7JtktXC982mb9hI=,5,39,male,7,20131210,20171007
Y/l4fF36lzDKpLaJ8LP0/PfkTHcigfxCZWVw2MKfNw0=,12,20,male,9,20110117,20170914
voBtV9XIWbsvtFg6QRC7lBMaR+albxzmPZr0UjJAlf4=,1,0,,7,20160124,20170930
2+T8pswRgDmvZ6B4esKi3lWZyT4xqeVKmv19J0/y51w=,13,31,male,9,20071130,20171022
xOIeLAXj13tJR5fhnRS0QNTo8ixVx6Wq6rNiARzvzRg=,13,53,male,9,20121209,20170709
qPFwNxuXJ2pH0Eq2GclTYXgMSfZXjPomf4+gKz2c8zo=,15,19,male,7,20140628,20180218
r/pREfp1IVlUES6fhmyNH63zjz+R99XedkIqS10roXQ=,12,29,male,9,20150803,20170924
qq/O5JX5ZirJh+/ulL/b+djLIj8z2QWVvY8N7YBd8Oc=,13,33,male,9,20120816,20180304
sOxwfl3o/1IwMjr4iEXwraQfBnG352D6e84fHRD/fqE=,1,0,,9,20151014,20161231
s1M0BvMXS8XYWTp0EpsugSd1EooiYp/hkHqZUpYGvBM=,4,26,female,7,20140625,20170528
2Huo60d1AO1//bPh+8FZqqUg9DmAZoe7pFjq+6t8wqM=,13,24,male,3,20150928,20170711
7l3cRaqvcKOps5r0tqsBQJN4uN3D3vl6gLT087QGKWg=,18,25,male,4,20151015,20171030
jL0mvtp5DlGO/UadZw35R3jtdWkq7iKM1h3XVD/JOfg=,1,0,,3,20140104,20161227
3i0jlUKhqqUKqFsoJVgN2UcDOuri7fCiE33XUCnKHXo=,9,30,male,9,20070616,20170716
ZhXBwuyysqsFXJLJEVA28Fwa9NAJkEJWmUTbvV5lFNM=,15,18,male,3,20150830,20171004
bo/M7s1iMkI6/h1lshVmqRKh7hH/p5H+ClRclIZaQYA=,15,0,,3,20140401,20170915
EmeThCUSbHgbD4TA6V77893SrLiiqA3kO6U3Sf9Q1zU=,4,22,male,4,20160930,20180422
rWTUb+YVtmIGLS6ljovlVYRcGx5lw9Gq+7YpwpS1exI=,13,22,female,4,20160221,20171002
6uuUN6IEUX4gG30CX0lobD4/kXtGEu9DfEpsuZPyABg=,13,25,female,9,20041024,20170930
2o1omslLLgkr1HxsdtFX+li3S0dRcNlNDldxbu2rAJo=,22,29,female,9,20070905,20170806
5I/sXEaJrMtY1QuAd8MuXCs06soJmLOyse5bzmTSgZ4=,17,37,female,7,20151204,20180421
VHymN7RTAoduNeREbOy4b3jNMi4AkHr5gnt8ZGKOdjk=,1,0,,7,20120113,20170930
0yHrDu1ZzN4RLzz8T4LjNcHV2WW/xK4tpMzqulZCjrA=,13,24,male,9,20120604,20171005
9qeEEZSoa15oV/6UNZpDB2jv/fUqmwCp6G2WTK22Zfg=,5,21,male,3,20150207,20171220
MXIMDXO0j3UpaT7FvOSGW6Y5zfhlh+xYjTqGoUdMzEE=,13,24,female,3,20130706,20171031
doTZLZOxOH/I4BDlXfvL8yCOcYbwcP4GSKIXVKySUEE=,8,0,,9,20150913,20170913
O4mQ0Dr2QP0I0JYdP09L6N+xTcreGjT4sqQd9v90jsM=,12,23,female,9,20110601,20171007
D+kBoOQQ7UCvZQq5kNGS03P/J5v/VBFPQUqpR2uUd1s=,4,38,female,3,20130820,20170926
LmqMM5snjosdN80So+/yza7QwNOA7iaaj7L0ry1afNw=,14,23,female,7,20150221,20170930
i97L9qvyM0u7s3bEt/s8B79Cz0EWWi8njNsl0voKJZk=,10,28,female,4,20160124,20180419
3uhkLnMoMGWVtNZ4UEwhq4euqn0WeL38qmTZwLb4Ffg=,1,0,,7,20131128,20170930
EQq62ztSs6ok1ea8Srh25oaCldMSyWhmFoWd8wmBjng=,14,21,female,9,20060626,20171101
+6EGindx7gTLOQBjRL/p8syqkXqjsa3tm+s56vm9vyw=,14,18,male,3,20150123,20180303
jjmGSUy9o/m5vFXp2/24MeRsKoIDvgHdfalQ5hsH9kE=,6,32,female,9,20110702,20180103
dfWlL5puYkSQm/mWFuxpg05qBTVq3dUsH2L1O64+HY0=,5,22,male,9,20100411,20171028
de6JR6jK7i+t2u9wDgGIi2PsyrvM6GLft5rmx5yvfuQ=,5,54,female,9,20100519,20170919
kogI9wgmbdUPPhL8rd/Rjpz1Hik4dSynEWXsvcXWvKk=,1,0,,7,20151113,20170912
JVzD6abMwDm8NyU0CjHySoHgUKmA1uHaLqt0YtH1RXI=,1,0,,9,20150404,20170909
CSJPbXXpq5cPdrb1cIdOkqlZ8NNiApyDXcOGcOkGAM0=,1,0,,9,20160131,20170709
5AA/bHW01Jt3T3x52nvTTPlMxN6IzcyxEjgVL5+NxCE=,5,26,female,9,20131101,20171008
X/Nr8dElF5JLulB7oDOHwCH2ntI0bia3S7tK8RQjDh8=,4,25,male,3,20160123,20170920
CegbDc7xYHbfDfdKeszUKWDUaS13VI4pJTgR4p4jdJk=,13,0,,9,20150425,20171001
U9+0n3cGnkPQQKFnvOwZzvfuEZmZqjMsWUZRQjUtrYM=,13,25,female,9,20110314,20170825
yXMHJOOiRE/mEYlUnNNO+f4ynUE4FgcOOEJ1RHSt+Jo=,1,46,female,3,20150808,20171001
6sd3opSXOJe0ZGAzbcdNb0YYSorjjifGDsc3FZhzMt0=,3,27,male,9,20060211,20171007
RZI4EWSWOC2ovbttf66m59WF3pBOiTNj8nMfsKCAxyo=,5,17,female,9,20110222,20170915
bT0Q7vVfsPeyq5mESDTHRRbFyXttS0z6qPJlh6iGZKw=,1,0,,7,20151019,20170919
AzZEHNKrDpTqTDYYdsho+24eUlK0bigsNMEjo4EfFzU=,1,0,,7,20130424,20170930
UfneAP0cJfVVl3K0rNcF+7+O3iGX/X7rGXyvklQ4RLs=,9,19,female,3,20130223,20170923
nE9hJlIOASHA2um8GseS5W+Pi0MupQn0u5pIbflmu90=,1,0,,7,20150922,20170427
IS8OPFgL0NbWgyWMQoZkifO2Pji4xp2sayTVNC6U2HI=,4,58,female,4,20160328,20171005
/U2sl42Vvp6TYEkuQTOxBiwcZ0o0J9YJM1A9bu0JiT8=,13,29,male,9,20120112,20170930
V39VxDdE9SgMQZnX58oQChm9W056pw2lC3TiifMfkKw=,14,0,,4,20160213,20180517
oqovZIlVcIUL0aIMGYtXxy3R+xJcxmJBJUXeIb+HJYA=,22,21,male,9,20140824,20180221
LLpLTGjUYenXdOtol+ck6V6tJNkfkQwV8bjvsDmaQf8=,1,0,,7,20110306,20170922
Jj0vph3GIw+GiGQSly8Z5Igfcuee5r71plSbpDX3ORE=,1,0,,4,20160908,20160911
f0gIqmllvCPamc1AlFwIM4ZDQzBS2S9ZYrDG1opF2yc=,5,33,,7,20150804,20171005
ofY/fA3ePomTQQfp9bJn42WMzS5Y63rrwVZURkRFK4k=,1,0,,4,20161024,20170110
QAow7L4Q4VChJVKEvcUikqR/1GZKDZ9ikm3frfmu944=,4,21,female,9,20070908,20180125
ryVwttFFCool4dDZK10jAoJrlVWcnK2uVa++2sHm5KY=,13,25,male,7,20121224,20170923
pyAOUZx1dLGfBMagmJlMfw5N349GlCMayO7gc66hKZ8=,5,36,female,3,20140718,20180103
+3RfkckBHS0oQrrjJj7p69bdwJak+qzKq0fhFaeXUxA=,15,22,male,9,20101205,20170930
2TPc6VVjDRv+rUAFZp+Fz/SxsX1klrSBl7HXobrtp1E=,14,27,male,9,20110101,20170302
n3q/1dSAs4NpDhxHPb2R1WjxaAyASXFHjTXQIAtXMm4=,9,0,,7,20101029,20171006
OThyw089K0/qd6UcOaFrmi7asWyDPfggKH1XzaZSVik=,1,0,,7,20160306,20171005
zAUQRzVS/raate2wwRFPdlYfHBu8ULM9q3JK9PHDOoM=,18,27,female,9,20151121,20171213
V5CQKMV7qQfo3u8rBZN0nGyAffIvfvuscw4gSvuTk+A=,13,19,female,9,20110222,20170925
sgT7F0PbR9/iCyzeSzcl//+E+fK3CeZmM1deeeJ5rZ8=,4,27,male,9,20051028,20171006
cF/VJmBHwhcqdd016oPP1wXBdWSjxEHEzwlhEn4+/4A=,15,21,female,3,20160104,20180405
/kchKan8r9+86EbYsKCttImCFYNTXZ5ynR7Zdt8OWJw=,1,0,,4,20151031,20170714
efLMH5ZlvzyWq9hQlBZdRXYNhhvvgao0OilpZ0bKfPI=,15,31,female,9,20110826,20170914
/vzpKCYu/WsFlKyLiUGR4OsNqtWyDqBL1YJoLknIxQU=,13,26,female,9,20070208,20170930
OLeskcFfyOuaiI7nsBaiXCSVcKPDpuu8LECfcePxR6Q=,15,0,,3,20131211,20171027
t7GaAu9ZEhnO51yELB70lefbq/w+BVZcFimdDyCgTPI=,13,23,female,9,20130427,20180714
gpxVQs0/vRGJ4BMXMBIrTvBC2peMzrZyTioK4p5p+fw=,13,20,male,9,20150508,20180111
dWIrlXg1JnYDPiIfyesV2tya3YnC2HGrShqWhy5W/2g=,12,22,male,9,20110310,20181023
4RuENaJinqc2BomgOVpU14WPLk4j5CpFVTE/GXQG+Ko=,1,0,,7,20150816,20180129
RUW+X8/knkx/9qThZVUsMSMPuHk23eCOe6i72aj1u3c=,1,0,,7,20151003,20171002
qXWBbfsZ6923Dq7OvwMP2rtVE3phQqlEKcLp2I5wofw=,1,0,,4,20161231,20170103
ZBWXrQShFM1HWYmD+51IW039zMJptF6Fexbm0Qq3NBA=,22,19,female,9,20111106,20180218
BF97sQNyf77oqUSZH1SZHvJLbSUqhk88Zv/7BD1/ed8=,4,26,male,3,20130801,20170930
UCTkJDAppIiutI/wCB20L2ny0R5DQWuR1/x4Gd/ugA8=,1,0,male,7,20151126,20170930
vBJ8Q66ZLi3tq8kZwJFyHuyZEtZRf0K1IEXYucOb+Ns=,13,24,male,9,20161212,20180129
mrjKYVskMUAksvPgRky/E2g/TiPdbpH1j5CCOzAC5RU=,1,0,,3,20140505,20170926
XHJRZV5Xgcub4dNGuzRj5tVfDD1iwrtoXmdQOWtlc3U=,1,0,,9,20161222,20170930
gpYcebiGKTIoVH6s5TsugmH4lcAwYRyBnY1DlIC/TUc=,1,0,female,3,20141125,20171005
XOkUI7mvWfctVX41r0QwtkiZjbBEBcUR2pdNTy2HiCg=,4,30,male,3,20131229,20170910
NMiGYE0ZhZM1iqz4dzQMBcbH86v4QAepWLvcZ5Sr5y0=,1,0,,7,20140417,20170916
3P5CTLNZ8cglV1Eo797LVMk02Zczi+2YX3Fvr/Q5Q/8=,4,30,female,9,20040331,20170917
CB+U4pGHE8ISrxanPyVmV6i2HFWZLls/V1+hYuKoKlc=,1,17,male,4,20160310,20170228
OxQAwGphun4gWlzqmiMDaAl+HUpRwEhPZ/10PcJrmLw=,13,30,female,9,20071125,20170923
teOc4GVQanGWvYSurCp0aIH8LmCEcbOWLgw0qRxevKw=,1,0,,7,20111228,20170924
nuvedbQliw4poI5G0HHBeuZ9Zo24TwyMSBEh2yjw2Hc=,1,0,,4,20161130,20161130
ve1Ry4kc+GzfQvcSxRow+KKK6km/BL1lhTeHNY23WrM=,7,28,male,9,20080628,20170930
M6GR8MXDQyFEXF5RXTbThVOsML+CCMPG324GofithO8=,1,0,,7,20130119,20170909
flLcp1sH7SwMN9D1wMzJmAq2IC96PTJK3/K6VXl6yPM=,1,0,,4,20170102,20170105
n3WFFTXRw8YvnMfJgigliLDA2ss7zk5JIPRXUN+dC0c=,13,20,female,9,20150816,20170926
k+EhXT5Km0Sa3jLZS+sene+qLfRfw1KBlfwI5XozrT8=,21,34,female,9,20120722,20170930
q4qIlUXSn5RgLBBvJ45gsC4GOdGxjWhB9BORsviwL88=,1,0,,7,20160813,20170913
QQt0K0RpQ+AKm9MR8Pc9N6mNTIMlsYmEweCIxhf+cj4=,5,0,,3,20140625,20170503
hksACYWfIl8sDZFy2UDojfDNpOPzdqQlSmzLmZLDjrw=,13,0,,4,20161113,20171003
se0VD95KE2C+EddU+ioCCpaRal8d0S/DzXB9RpyGHlE=,13,36,male,9,20051025,20170930
ULYXZoVTeMMjf3wmsTexp8MSKKjd2R36IQHOy9l9aNI=,8,24,male,3,20130202,20170403
DVN5e38NF6Y6G1pII8ROU/cFiRUz40bRCX8KjAmEFXg=,15,21,female,3,20130212,20170624
Wq4DzwvlAamMw/D9CF+pXREWuFYGhwu+UZvqHcfbzJg=,13,29,male,4,20151022,20170209
nyAxAj1h2VVikFBPFusZ+oHlhU5MsXSBrus7Cpa1AWM=,14,19,male,3,20130703,20170723
+boPBM5G5+vAfbO6zTy7A2FrVQyl91aBPGHkQ6ciNYc=,6,23,male,3,20140104,20171012
87S/dSkaf8erDIweZvIgElLWDRGomtuES9qPI3q14X4=,1,0,,7,20160124,20170924
seVZyDB7dYCwS6+D6EKOeJckut8erDIjDv0Aovffelg=,5,24,female,9,20090222,20170913
1soflu+tnRY4dUySUn0Q5cihdQ9lVJTHJYsVrHl8Uxg=,10,28,female,3,20120105,20171023
Mx4lay4Y+1rxUzKoWbD1AEiX9HUzCHbyL7gzIK31ZkI=,1,0,,4,20160126,20171104
YHWuzCAur0d5X82+z54TBxou5OnpjydSg/vOgk0QY60=,7,25,female,9,20110826,20170927
f3aTDaFTEHYqyXBtpO2xsKYeIF/PZHjkqme6bpje1io=,5,0,female,3,20150101,20170827
n5v6IqRk4CZnELtP0Z2et7EZrdPicfyhvD2gIdq1Mcc=,1,0,,4,20151128,20180603
C5FmQY2s3UeYmM+Wx2dx6GLvMajy5oc/iDntLEh2NfA=,1,0,,7,20140318,20171002
LpJdq5DSubG4RjgYAcNe2ntzWGnCrrmqTjxFjZP4jhE=,1,0,,7,20111203,20170930
ASuEk6ll2/8VdnDPt8ff1pGiqpn6V5RwuyPx+2d4CKY=,13,0,,9,20150329,20180827
dYybSokMa3PoyRZjrezaxBuHBtRRor5igACQBnWOcTg=,4,0,,7,20110927,20170109
HdnZZ4P0Vjxo2tgTvO1rsT/H3NkG7jvfrnCuF7TBK0A=,15,32,female,9,20160401,20180701
3sahYQwcAcxDJntTZNvGeGChvs7QzokxPcEmftaCNjA=,15,28,female,9,20071229,20180930
mFVCEY66vSdbw5WYNna6HUaG1BKdDBSSZMIzeJreefw=,4,29,male,7,20131208,20170913
8TK5ZHg3kLT2f+JM+wA+Yt/wx9T9IVm4s7ax8PPoyYo=,5,28,female,9,20110324,20171004
0nB5QTgMng4kg1Y2yz703Z6xpH4/kPpaGHci6eqzpVg=,13,44,female,9,20140404,20170926
DKcp4q6HMuBGkXWAWp40FW+rrg/lnPHYKDsMsonK+0E=,14,0,male,9,20160830,20170927
V5U4EGk2kaSKaUGSwhU6g3HBefxflEvAy1vWPu6UBQs=,1,0,,7,20130820,20170909
S4CHox90V5lrhi7qWbZQhPoDM0KQrVPKsARiZ5LNqQw=,1,0,,7,20140126,20170911
sIUKKmz+zPGOcQ6cnq2366bWoyW3mC+T8fb6lE9WEF0=,1,0,,7,20151108,20170908
5xrB1VgqRbi3mpxr3x6184/ZS/RUzA081cxH+DQO0yY=,1,0,,7,20110309,20171007
nk2PYA6Tfd3TAJmObvb16KlV3VzRbd2GFGZYlCKN21c=,1,0,,4,20161205,20161208
/ylWPvdWbzXKvJmqSwp6yWatqpIsBnmWzgLh8IUScSw=,4,36,male,9,20050608,20171027
